Epoch,Train Metric,Validation Metric
1,0.9677677144379329,0.9896729776247849
2,0.9814420174036583,0.9802065404475043
3,0.9865032853844787,0.9806368330464716
4,0.9907654057893802,0.9737521514629949
5,0.9908541999644823,0.9763339070567987
6,0.9928964659918309,0.9836488812392427
